movimentacao|id;movimentacao|parceiro|nome;movimentacao|valorTotal;movimentacao|dataNegociacao;Pago;movimentacao|parceiro|cpfCnpj;movimentacao|parceiro|celular;movimentacao|situacaoFinanceira
11835;BOREAL SERVICOS LTDA;R$ 210,00;14/02/2026;1;62781121000175;11991454919;RECEBIDO
11842;TRILHA MANUTENCAO S/A;R$ 210,00;28/01/2026;1;91992050000158;11930282442;RECEBIDO
11859;RAIZ CONSULTORIA LTDA;R$ 170,00;23/01/2026;0;66914248000176;11967329927;PENDENTE
11860;HORIZONTE CONSULTORIA LTDA;R$ 210,00;25/02/2026;1;59567501000105;11967493854;RECEBIDO
11876;BOREAL LOGISTICA LTDA;R$ 49,90;14/02/2026;1;63881746000171;11933250914;RECEBIDO
11880;LEANDRO FONSECA;R$ 340,00;17/02/2026;1;73007853643;11936778759;RECEBIDO
11884;LUCIANA NUNES ABREU;R$ 210,00;22/02/2026;1;84374399802;11955663291;RECEBIDO
11887;LUMEN TECNOLOGIA LTDA;R$ 49,90;23/02/2026;1;46967880000170;11928298799;RECEBIDO
11898;FONTE ASSESSORIA ME;R$ 190,00;28/02/2026;1;18183474000181;11985719191;RECEBIDO
11912;JUREMA EDUCACAO LTDA;R$ 110,00;08/02/2026;1;17385019000104;11984375087;RECEBIDO
11918;CAMPO SERVICOS EIRELI;R$ 49,90;04/02/2026;1;61408727000105;11952444448;RECEBIDO
11920;TAMBORIL IMOBILIARIA LTDA;R$ 210,00;02/02/2026;1;44842714000112;11940298087;RECEBIDO
11933;ARARA SEGURANCA EIRELI;R$ 280,00;09/01/2026;1;57092489000196;11954514636;RECEBIDO
11935;CEDRO MANUTENCAO LTDA;R$ 210,00;27/01/2026;1;33709549000109;11924945495;RECEBIDO
11942;FAROL TURISMO LTDA;R$ 110,00;17/01/2026;1;23699894000155;11995326851;RECEBIDO
11945;QUARTZO ODONTOLOGIA LTDA;R$ 190,00;27/02/2026;1;99172703000164;11985988791;RECEBIDO
11947;ZENITE IMOBILIARIA EIRELI;R$ 210,00;01/02/2026;1;77814860000193;11963525383;RECEBIDO
11954;MIRANTE ALIMENTOS EIRELI;R$ 190,00;23/01/2026;1;32223907000106;11900164842;RECEBIDO
11956;LUMEN EVENTOS S/A;R$ 49,90;29/01/2026;1;01949104000100;11988641738;RECEBIDO
11966;ZENITE CONTABILIDADE ME;R$ 210,00;27/02/2026;1;32397823000199;11922888269;RECEBIDO
11969;JUREMA ODONTOLOGIA ME;R$ 280,00;13/02/2026;1;43685960000145;11947242480;RECEBIDO
11975;QUARTZO TRANSPORTES ME;R$ 190,00;12/01/2026;0;95718908000141;11931290962;PENDENTE
11983;HORIZONTE EVENTOS LTDA;R$ 49,90;27/01/2026;1;63020287000131;11949397066;RECEBIDO
11988;PRISCILA REIS MELO;R$ 110,00;10/02/2026;1;78861434581;11941127220;RECEBIDO
11990;EDUARDO RAMOS;R$ 340,00;22/01/2026;1;17252392863;11937014865;RECEBIDO
12006;ARARA TECNOLOGIA LTDA;R$ 170,00;21/02/2026;1;40662500000103;11927931556;RECEBIDO
12010;ESTEIO SERVICOS ME;R$ 110,00;28/01/2026;0;21301169000151;11951220370;PENDENTE
12015;PEDRA DISTRIBUIDORA ME;R$ 280,00;17/02/2026;0;14383513000133;11984967344;PENDENTE
12017;DUNA EDUCACAO LTDA;R$ 340,00;12/02/2026;1;01296611000191;11913466714;RECEBIDO
12021;HORIZONTE ASSESSORIA LTDA;R$ 190,00;13/01/2026;1;77295069000114;11905999926;RECEBIDO
12023;PEDRA LOGISTICA EIRELI;R$ 110,00;24/02/2026;1;40127643000115;11965672144;RECEBIDO
12026;RAIZ ENGENHARIA ME;R$ 190,00;15/02/2026;1;33421774000145;11957752284;RECEBIDO
12028;MARESIA CONTABILIDADE S/A;R$ 170,00;04/01/2026;1;16111103000169;11902929561;RECEBIDO
12031;ARARA EVENTOS ME;R$ 210,00;23/02/2026;1;86436279000176;11952959093;RECEBIDO
12034;BRISA TURISMO S/A;R$ 170,00;30/01/2026;0;66452801000104;11999211571;PENDENTE
12039;DELTA PARTICIPACOES ME;R$ 340,00;14/02/2026;1;47444731000190;11919263134;RECEBIDO
12043;ANA BEATRIZ COSTA LIMA;R$ 210,00;13/02/2026;0;99458814092;11902148688;PENDENTE
12051;SIMONE REIS MELO;R$ 110,00;06/02/2026;0;82364094283;11995221028;PENDENTE
12062;NORTE TURISMO LTDA;R$ 210,00;04/01/2026;1;01374988000111;11914391913;RECEBIDO
12068;BRISA TECNOLOGIA ME;R$ 280,00;02/01/2026;1;59384825000108;11901329405;RECEBIDO
12073;RENATA RAMOS;R$ 280,00;05/01/2026;1;77924704462;11995873630;RECEBIDO
12076;KAIRO SEGURANCA ME;R$ 210,00;16/01/2026;0;70816505000104;11960775947;PENDENTE
12080;RENATA PIRES;R$ 210,00;27/02/2026;1;37183043709;11994434902;RECEBIDO
12090;TAMBORIL LOGISTICA EIRELI;R$ 140,00;26/02/2026;1;50037603000136;11906271990;RECEBIDO
12105;RAIZ MARKETING ME;R$ 170,00;26/02/2026;1;57829002000105;11999997983;RECEBIDO
12110;MARIANA MENDES FARIA;R$ 340,00;13/02/2026;1;67514701450;11966258359;RECEBIDO
12112;NORTE ODONTOLOGIA S/A;R$ 280,00;28/01/2026;1;20754155000120;11922551623;RECEBIDO
12117;RENATA PIRES;R$ 210,00;26/01/2026;1;16902251331;11998876369;RECEBIDO
12123;RAIZ ENGENHARIA LTDA;R$ 190,00;01/01/2026;1;24026357000107;11959897346;RECEBIDO
12129;ERVAL MARKETING S/A;R$ 190,00;27/02/2026;1;14418850000119;11951466900;RECEBIDO
12130;DUNA CONSULTORIA S/A;R$ 210,00;26/01/2026;1;97421887000123;11978435752;RECEBIDO
12142;BOREAL ASSESSORIA LTDA;R$ 210,00;15/02/2026;1;38841235000189;11993483867;RECEBIDO
12147;ALPHA EDUCACAO S/A;R$ 280,00;01/01/2026;1;71877491000100;11965968283;RECEBIDO
12168;QUARTZO MANUTENCAO LTDA;R$ 210,00;15/01/2026;1;79333122000150;11901631847;RECEBIDO
12169;CAMPO SEGURANCA S/A;R$ 110,00;15/02/2026;1;01668079000196;11977385968;RECEBIDO
12186;GIRASSOL LOGISTICA ME;R$ 110,00;15/01/2026;1;43784869000187;11973552418;RECEBIDO
12206;PEDRA IMOBILIARIA EIRELI;R$ 110,00;26/02/2026;1;31431663000194;11951511462;RECEBIDO
12208;CAMPO ODONTOLOGIA LTDA;R$ 170,00;08/02/2026;1;34273728000109;11937551181;RECEBIDO
12215;CEDRO ALIMENTOS LTDA;R$ 210,00;21/01/2026;1;96961317000163;11907051314;RECEBIDO
12232;ORION CONSULTORIA EIRELI;R$ 140,00;24/01/2026;0;89116876000101;11981023113;PENDENTE
12235;SOLAR ASSESSORIA LTDA;R$ 210,00;29/01/2026;1;48253163000102;11944556433;RECEBIDO
12248;KAIRO MANUTENCAO LTDA;R$ 210,00;24/01/2026;1;24518690000133;11944204112;RECEBIDO
12252;SERRA ASSESSORIA ME;R$ 340,00;22/01/2026;1;94923252000136;11977334665;RECEBIDO
12265;CARLOS EDUARDO TEIXEIRA;R$ 280,00;06/02/2026;1;32223325188;11943859168;RECEBIDO
12269;VERTICE ODONTOLOGIA S/A;R$ 170,00;16/01/2026;1;87356817000185;11922727581;RECEBIDO
12282;MARESIA ASSESSORIA EIRELI;R$ 210,00;14/01/2026;1;68797850000104;11986612712;RECEBIDO
12285;ZENITE TURISMO LTDA;R$ 210,00;16/01/2026;1;21021075000129;11964581597;RECEBIDO
12288;ORION SEGURANCA S/A;R$ 110,00;12/01/2026;0;44895944000140;11907961012;PENDENTE
12299;ALPHA TURISMO EIRELI;R$ 210,00;26/02/2026;1;75573045000154;11948879443;RECEBIDO
12305;JUREMA TECNOLOGIA EIRELI;R$ 110,00;30/01/2026;1;87715564000199;11969319392;RECEBIDO
12309;QUARTZO MANUTENCAO EIRELI;R$ 110,00;05/02/2026;1;22970923000109;11971850853;RECEBIDO
12312;JUREMA CONSULTORIA LTDA;R$ 210,00;24/02/2026;1;68819245000189;11967218136;RECEBIDO
12315;DELTA TRANSPORTES ME;R$ 210,00;26/01/2026;1;60151267000101;11932711094;RECEBIDO
12316;SERRA LOGISTICA S/A;R$ 340,00;14/02/2026;1;51682952000173;11991387085;RECEBIDO
12319;GAIA TRANSPORTES LTDA;R$ 190,00;03/01/2026;1;09742921000102;11910053023;RECEBIDO
12336;VANESSA FONSECA;R$ 140,00;26/01/2026;1;50369995758;11900273872;RECEBIDO
12344;BRISA EDUCACAO EIRELI;R$ 210,00;04/02/2026;1;08880670000151;11908891152;RECEBIDO
12349;MARESIA EVENTOS ME;R$ 340,00;01/01/2026;1;65981775000130;11925597454;RECEBIDO
12352;DELTA LOGISTICA S/A;R$ 210,00;02/02/2026;1;73410032000139;11970419493;RECEBIDO
12356;CAMPO PARTICIPACOES LTDA;R$ 110,00;23/02/2026;1;91868954000176;11964946076;RECEBIDO
12359;CEDRO MANUTENCAO LTDA;R$ 140,00;03/02/2026;1;13698622000187;11940818663;RECEBIDO
12363;FAROL ENGENHARIA LTDA;R$ 49,90;25/02/2026;1;75065258000175;11917251999;RECEBIDO
12369;FONTE COMERCIO EIRELI;R$ 190,00;15/02/2026;1;35011380000144;11976452076;RECEBIDO
12372;JUREMA LOGISTICA LTDA;R$ 210,00;23/01/2026;1;83556441000100;11904663620;RECEBIDO
12380;BRISA TURISMO S/A;R$ 110,00;17/02/2026;1;58179712000108;11998927876;RECEBIDO
12382;SIMONE REIS MELO;R$ 170,00;11/02/2026;1;91540672771;11918431004;RECEBIDO
12393;SERRA DISTRIBUIDORA S/A;R$ 210,00;29/01/2026;1;35151407000102;11962125898;RECEBIDO
12396;CAMPO SERVICOS ME;R$ 210,00;28/02/2026;0;79145674000134;11905378491;PENDENTE
12399;SIMONE FONSECA;R$ 170,00;16/01/2026;1;83416807801;11993610782;RECEBIDO
12402;OLIVEIRA EVENTOS ME;R$ 210,00;12/01/2026;1;00551324000118;11966886764;RECEBIDO
12407;SERRA ASSESSORIA S/A;R$ 340,00;12/02/2026;1;91935700000123;11997632750;RECEBIDO
12412;LAGOA EVENTOS ME;R$ 170,00;03/01/2026;1;39625883000160;11958539969;RECEBIDO
12415;DELTA PARTICIPACOES LTDA;R$ 170,00;06/02/2026;1;31000891000100;11908011751;RECEBIDO
12422;FONTE DISTRIBUIDORA EIRELI;R$ 190,00;26/02/2026;1;96196052000154;11919581355;RECEBIDO
12424;RIACHO PARTICIPACOES S/A;R$ 340,00;30/01/2026;1;10453453000127;11944801431;RECEBIDO
12432;QUARTZO CONTABILIDADE S/A;R$ 49,90;28/02/2026;1;23341439000183;11915624132;RECEBIDO
12439;ALPHA SEGURANCA ME;R$ 110,00;09/02/2026;0;72872008000159;11929669946;PENDENTE
12446;TRILHA EDUCACAO S/A;R$ 110,00;12/02/2026;1;85697905000115;11984800329;RECEBIDO
12457;ALPHA TRANSPORTES S/A;R$ 110,00;16/01/2026;0;14485312000147;11945619413;PENDENTE
12460;RIACHO ODONTOLOGIA ME;R$ 340,00;10/02/2026;0;88802843000152;11973680990;PENDENTE
12468;VANESSA ANDRADE;R$ 210,00;08/01/2026;1;36518417951;11908590820;RECEBIDO
12471;INVERNO COMERCIO S/A;R$ 110,00;05/01/2026;1;78871494000177;11952267215;RECEBIDO
12479;PRIMA LOGISTICA EIRELI;R$ 210,00;15/02/2026;1;73765736000124;11981101935;RECEBIDO
12482;RODRIGO FONSECA;R$ 170,00;22/01/2026;1;90741699293;11912204405;RECEBIDO
12494;KAIRO ALIMENTOS LTDA;R$ 280,00;27/02/2026;1;01595398000119;11943250802;RECEBIDO
12498;RENATA BARROS;R$ 110,00;22/02/2026;1;61033759252;11982280123;RECEBIDO
12501;LAGOA EVENTOS LTDA;R$ 340,00;14/02/2026;1;21367775000170;11909024626;RECEBIDO
12506;INVERNO ENGENHARIA LTDA;R$ 49,90;09/02/2026;1;92948246000108;11933780412;RECEBIDO
12510;SOLAR MANUTENCAO LTDA;R$ 210,00;24/02/2026;1;66085474000191;11937294234;RECEBIDO
12528;SOLAR ENGENHARIA ME;R$ 210,00;18/01/2026;0;22530431000100;11960492943;PENDENTE
12538;UNIAO MANUTENCAO LTDA;R$ 340,00;03/01/2026;1;57151714000118;11958148294;RECEBIDO
